Date,Day,Time,Hour,Route,Bus No,Student_ID,Attendance
31-10-2025,Friday,17:13,17,South Suburb,B-303,S2494,Present
31-10-2025,Friday,16:43,16,South Suburb,B-303,S2024,Present
31-10-2025,Friday,16:42,16,University,B-202,S2418,Present
31-10-2025,Friday,17:10,17,City Center,B-101,S2496,Present
31-10-2025,Friday,17:11,17,University,B-202,S2229,Present
31-10-2025,Friday,16:51,16,University,B-202,S2520,Present
31-10-2025,Friday,16:45,16,University,B-202,S2065,Present
31-10-2025,Friday,17:00,17,University,B-202,S2346,Present
31-10-2025,Friday,16:31,16,South Suburb,B-303,S2165,Present
31-10-2025,Friday,16:55,16,City Center,B-101,S2434,Present
31-10-2025,Friday,17:06,17,City Center,B-102,S2439,Present
03-11-2025,Monday,09:09,9,University,B-202,S2001,Present
03-11-2025,Monday,09:06,9,University,B-202,S2279,Present
03-11-2025,Monday,08:49,8,City Center,B-101,S2525,Present
03-11-2025,Monday,09:03,9,City Center,B-101,S2061,Present
03-11-2025,Monday,08:46,8,University,B-202,S2336,Present
03-11-2025,Monday,09:11,9,South Suburb,B-303,S2281,Present
03-11-2025,Monday,08:56,8,Express Dc,B-401,S2208,Present
03-11-2025,Monday,09:13,9,University,B-202,S2261,Absent
03-11-2025,Monday,08:38,8,City Center,B-102,S2141,Present
03-11-2025,Monday,08:47,8,City Center,B-101,S2497,Present
03-11-2025,Monday,08:33,8,City Center,B-102,S2437,Present
03-11-2025,Monday,09:00,9,South Suburb,B-303,S2101,Present
03-11-2025,Monday,08:40,8,Express Dc,B-401,S2013,Present
03-11-2025,Monday,09:05,9,South Suburb,B-303,S2200,Present
03-11-2025,Monday,08:43,8,University,B-202,S2118,Present
03-11-2025,Monday,17:03,17,City Center,B-101,S2131,Present
03-11-2025,Monday,16:59,16,University,B-202,S2536,Present
03-11-2025,Monday,16:43,16,South Suburb,B-303,S2443,Present
03-11-2025,Monday,16:32,16,University,B-202,S2081,Present
03-11-2025,Monday,17:01,17,City Center,B-102,S2584,Present
03-11-2025,Monday,16:58,16,Express Dc,B-401,S2121,Absent
03-11-2025,Monday,17:07,17,South Suburb,B-303,S2495,Present
03-11-2025,Monday,17:15,17,Express Dc,B-401,S2527,Present
03-11-2025,Monday,17:10,17,University,B-202,S2091,Present
03-11-2025,Monday,16:55,16,South Suburb,B-303,S2462,Present
03-11-2025,Monday,17:08,17,University,B-202,S2214,Present
03-11-2025,Monday,16:33,16,City Center,B-102,S2344,Present
03-11-2025,Monday,16:54,16,University,B-202,S2424,Present
03-11-2025,Monday,16:48,16,City Center,B-101,S2459,Present
03-11-2025,Monday,16:50,16,City Center,B-102,S2289,Absent
04-11-2025,Tuesday,08:52,8,City Center,B-102,S2111,Present
04-11-2025,Tuesday,08:45,8,University,B-202,S2132,Present
04-11-2025,Tuesday,09:05,9,University,B-202,S2015,Present
04-11-2025,Tuesday,08:45,8,Express Dc,B-401,S2084,Present
04-11-2025,Tuesday,09:06,9,South Suburb,B-303,S2572,Present
04-11-2025,Tuesday,08:45,8,South Suburb,B-303,S2237,Present
04-11-2025,Tuesday,08:46,8,Express Dc,B-401,S2365,Present
04-11-2025,Tuesday,09:05,9,South Suburb,B-303,S2547,Present
04-11-2025,Tuesday,08:58,8,Express Dc,B-401,S2568,Present
04-11-2025,Tuesday,08:34,8,University,B-202,S2489,Present
04-11-2025,Tuesday,13:58,13,Express Dc,B-401,S2410,Present
04-11-2025,Tuesday,16:44,16,South Suburb,B-303,S2169,Present
04-11-2025,Tuesday,16:47,16,University,B-202,S2232,Present
04-11-2025,Tuesday,16:34,16,City Center,B-102,S2202,Present
04-11-2025,Tuesday,16:44,16,University,B-202,S2457,Present
04-11-2025,Tuesday,16:51,16,University,B-202,S2358,Absent
04-11-2025,Tuesday,17:12,17,South Suburb,B-303,S2005,Present
04-11-2025,Tuesday,16:31,16,Express Dc,B-401,S2269,Present
04-11-2025,Tuesday,17:15,17,University,B-202,S2093,Absent
04-11-2025,Tuesday,17:10,17,University,B-202,S2565,Present
04-11-2025,Tuesday,17:02,17,City Center,B-101,S2064,Present
04-11-2025,Tuesday,17:15,17,Express Dc,B-401,S2039,Present
04-11-2025,Tuesday,16:50,16,South Suburb,B-303,S2448,Present
04-11-2025,Tuesday,17:04,17,University,B-202,S2117,Present
04-11-2025,Tuesday,17:09,17,City Center,B-102,S2190,Present
04-11-2025,Tuesday,16:32,16,University,B-202,S2196,Present
05-11-2025,Wednesday,08:30,8,City Center,B-101,S2496,Present
05-11-2025,Wednesday,08:41,8,Express Dc,B-401,S2102,Present
05-11-2025,Wednesday,08:44,8,University,B-202,S2286,Present
05-11-2025,Wednesday,08:48,8,University,B-202,S2554,Present
05-11-2025,Wednesday,08:39,8,University,B-202,S2418,Present
05-11-2025,Wednesday,08:32,8,City Center,B-102,S2551,Present
05-11-2025,Wednesday,08:50,8,City Center,B-101,S2383,Present
05-11-2025,Wednesday,08:37,8,University,B-202,S2145,Present
05-11-2025,Wednesday,09:12,9,University,B-202,S2301,Present
05-11-2025,Wednesday,08:41,8,City Center,B-101,S2303,Present
05-11-2025,Wednesday,16:37,16,South Suburb,B-303,S2500,Present
05-11-2025,Wednesday,16:50,16,University,B-202,S2353,Present
05-11-2025,Wednesday,16:45,16,University,B-202,S2255,Present
05-11-2025,Wednesday,16:53,16,South Suburb,B-303,S2041,Present
05-11-2025,Wednesday,16:41,16,City Center,B-102,S2063,Present
05-11-2025,Wednesday,16:32,16,Express Dc,B-401,S2570,Present
05-11-2025,Wednesday,17:15,17,City Center,B-101,S2557,Present
05-11-2025,Wednesday,17:05,17,City Center,B-101,S2302,Present
05-11-2025,Wednesday,16:36,16,Express Dc,B-401,S2079,Present
05-11-2025,Wednesday,16:33,16,City Center,B-102,S2257,Present
05-11-2025,Wednesday,16:50,16,City Center,B-101,S2074,Present
06-11-2025,Thursday,08:51,8,University,B-202,S2547,Present
06-11-2025,Thursday,09:11,9,South Suburb,B-303,S2259,Present
06-11-2025,Thursday,08:33,8,South Suburb,B-303,S2564,Present
06-11-2025,Thursday,08:59,8,University,B-202,S2239,Present
06-11-2025,Thursday,09:03,9,University,B-202,S2561,Present
06-11-2025,Thursday,09:15,9,South Suburb,B-303,S2183,Present
06-11-2025,Thursday,08:36,8,City Center,B-102,S2375,Present
06-11-2025,Thursday,09:05,9,South Suburb,B-303,S2323,Present
06-11-2025,Thursday,08:57,8,South Suburb,B-303,S2256,Present
06-11-2025,Thursday,08:45,8,University,B-202,S2446,Present
06-11-2025,Thursday,08:40,8,City Center,B-101,S2238,Present
06-11-2025,Thursday,09:09,9,City Center,B-101,S2194,Present
06-11-2025,Thursday,08:35,8,South Suburb,B-303,S2418,Present
06-11-2025,Thursday,12:40,12,City Center,B-101,S2494,Present
06-11-2025,Thursday,16:35,16,City Center,B-101,S2597,Present
06-11-2025,Thursday,16:39,16,Express Dc,B-401,S2256,Present
06-11-2025,Thursday,16:48,16,City Center,B-102,S2107,Present
06-11-2025,Thursday,16:46,16,South Suburb,B-303,S2208,Present
06-11-2025,Thursday,17:14,17,City Center,B-102,S2136,Present
06-11-2025,Thursday,16:34,16,South Suburb,B-303,S2248,Absent
06-11-2025,Thursday,16:41,16,University,B-202,S2184,Present
06-11-2025,Thursday,16:38,16,City Center,B-102,S2368,Present
06-11-2025,Thursday,16:37,16,Express Dc,B-401,S2024,Present
06-11-2025,Thursday,16:42,16,South Suburb,B-303,S2129,Present
06-11-2025,Thursday,17:09,17,City Center,B-102,S2209,Present
07-11-2025,Friday,08:42,8,South Suburb,B-303,S2401,Present
07-11-2025,Friday,08:46,8,City Center,B-102,S2201,Present
07-11-2025,Friday,09:08,9,City Center,B-101,S2533,Present
07-11-2025,Friday,09:05,9,University,B-202,S2273,Present
07-11-2025,Friday,09:09,9,City Center,B-102,S2487,Present
07-11-2025,Friday,08:58,8,South Suburb,B-303,S2269,Absent
07-11-2025,Friday,08:53,8,City Center,B-101,S2305,Present
07-11-2025,Friday,08:54,8,University,B-202,S2315,Present
07-11-2025,Friday,08:51,8,South Suburb,B-303,S2239,Present
07-11-2025,Friday,08:36,8,City Center,B-101,S2437,Present
07-11-2025,Friday,08:52,8,South Suburb,B-303,S2542,Present
07-11-2025,Friday,08:38,8,City Center,B-102,S2406,Present
07-11-2025,Friday,08:48,8,University,B-202,S2560,Present
07-11-2025,Friday,08:42,8,City Center,B-102,S2399,Present
07-11-2025,Friday,12:58,12,Express Dc,B-401,S2052,Present
07-11-2025,Friday,17:01,17,City Center,B-101,S2314,Present
07-11-2025,Friday,17:02,17,South Suburb,B-303,S2182,Present
07-11-2025,Friday,17:09,17,South Suburb,B-303,S2600,Present
07-11-2025,Friday,17:04,17,South Suburb,B-303,S2135,Present
07-11-2025,Friday,16:57,16,City Center,B-102,S2181,Present
07-11-2025,Friday,17:02,17,University,B-202,S2515,Present
07-11-2025,Friday,16:47,16,University,B-202,S2062,Absent
07-11-2025,Friday,16:49,16,University,B-202,S2080,Present
07-11-2025,Friday,16:51,16,City Center,B-102,S2298,Present
07-11-2025,Friday,16:35,16,City Center,B-102,S2195,Present
07-11-2025,Friday,17:01,17,University,B-202,S2547,Present
07-11-2025,Friday,17:02,17,University,B-202,S2148,Present
07-11-2025,Friday,17:08,17,University,B-202,S2150,Present
10-11-2025,Monday,08:57,8,City Center,B-102,S2322,Present
10-11-2025,Monday,09:05,9,South Suburb,B-303,S2600,Present
10-11-2025,Monday,08:53,8,City Center,B-102,S2410,Present
10-11-2025,Monday,08:37,8,City Center,B-102,S2106,Present
10-11-2025,Monday,08:59,8,City Center,B-101,S2246,Present
10-11-2025,Monday,09:05,9,City Center,B-101,S2384,Present
10-11-2025,Monday,09:01,9,University,B-202,S2025,Present
10-11-2025,Monday,08:40,8,City Center,B-102,S2581,Present
10-11-2025,Monday,09:13,9,Express Dc,B-401,S2099,Present
10-11-2025,Monday,09:02,9,City Center,B-101,S2452,Absent
10-11-2025,Monday,08:44,8,City Center,B-101,S2010,Present
10-11-2025,Monday,09:06,9,South Suburb,B-303,S2147,Present
10-11-2025,Monday,09:00,9,City Center,B-102,S2248,Present
10-11-2025,Monday,09:05,9,City Center,B-102,S2462,Present
10-11-2025,Monday,12:21,12,Express Dc,B-401,S2528,Present
10-11-2025,Monday,16:35,16,City Center,B-102,S2316,Absent
10-11-2025,Monday,16:46,16,University,B-202,S2080,Present
10-11-2025,Monday,16:30,16,University,B-202,S2368,Present
10-11-2025,Monday,16:55,16,Express Dc,B-401,S2485,Present
10-11-2025,Monday,16:43,16,City Center,B-102,S2229,Present
10-11-2025,Monday,17:08,17,University,B-202,S2303,Present
10-11-2025,Monday,16:46,16,University,B-202,S2337,Present
10-11-2025,Monday,16:31,16,University,B-202,S2546,Present
10-11-2025,Monday,16:50,16,South Suburb,B-303,S2331,Present
10-11-2025,Monday,16:31,16,City Center,B-101,S2134,Present
11-11-2025,Tuesday,08:52,8,City Center,B-102,S2255,Present
11-11-2025,Tuesday,08:40,8,South Suburb,B-303,S2102,Present
11-11-2025,Tuesday,08:32,8,South Suburb,B-303,S2256,Present
11-11-2025,Tuesday,09:15,9,South Suburb,B-303,S2165,Present
11-11-2025,Tuesday,08:44,8,University,B-202,S2196,Present
11-11-2025,Tuesday,08:31,8,City Center,B-101,S2151,Present
11-11-2025,Tuesday,08:35,8,University,B-202,S2254,Present
11-11-2025,Tuesday,08:45,8,City Center,B-101,S2557,Absent
11-11-2025,Tuesday,09:09,9,City Center,B-102,S2235,Present
11-11-2025,Tuesday,08:59,8,City Center,B-101,S2286,Present
11-11-2025,Tuesday,12:05,12,Express Dc,B-401,S2394,Present
11-11-2025,Tuesday,16:52,16,City Center,B-101,S2135,Present
11-11-2025,Tuesday,16:46,16,South Suburb,B-303,S2528,Absent
11-11-2025,Tuesday,17:11,17,University,B-202,S2247,Present
11-11-2025,Tuesday,16:45,16,University,B-202,S2426,Present
11-11-2025,Tuesday,16:51,16,Express Dc,B-401,S2526,Present
11-11-2025,Tuesday,16:48,16,City Center,B-102,S2450,Present
11-11-2025,Tuesday,17:08,17,South Suburb,B-303,S2224,Present
11-11-2025,Tuesday,16:58,16,City Center,B-102,S2159,Present
11-11-2025,Tuesday,16:38,16,City Center,B-101,S2361,Present
11-11-2025,Tuesday,16:36,16,University,B-202,S2523,Present
11-11-2025,Tuesday,16:39,16,South Suburb,B-303,S2263,Present
12-11-2025,Wednesday,08:40,8,City Center,B-102,S2121,Present
12-11-2025,Wednesday,08:36,8,University,B-202,S2516,Present
12-11-2025,Wednesday,08:49,8,University,B-202,S2497,Present
12-11-2025,Wednesday,09:09,9,South Suburb,B-303,S2360,Present
12-11-2025,Wednesday,09:02,9,South Suburb,B-303,S2491,Present
12-11-2025,Wednesday,08:56,8,South Suburb,B-303,S2484,Present
12-11-2025,Wednesday,09:00,9,South Suburb,B-303,S2513,Present
12-11-2025,Wednesday,08:35,8,City Center,B-101,S2225,Present
12-11-2025,Wednesday,09:00,9,University,B-202,S2173,Present
12-11-2025,Wednesday,08:58,8,University,B-202,S2438,Present
12-11-2025,Wednesday,16:57,16,University,B-202,S2157,Present
12-11-2025,Wednesday,16:48,16,City Center,B-102,S2217,Present
12-11-2025,Wednesday,16:42,16,University,B-202,S2063,Present
12-11-2025,Wednesday,16:31,16,University,B-202,S2174,Present
12-11-2025,Wednesday,17:07,17,Express Dc,B-401,S2485,Absent
12-11-2025,Wednesday,17:11,17,City Center,B-102,S2430,Present
12-11-2025,Wednesday,17:02,17,South Suburb,B-303,S2051,Present
12-11-2025,Wednesday,17:08,17,University,B-202,S2195,Present
12-11-2025,Wednesday,16:37,16,University,B-202,S2435,Present
12-11-2025,Wednesday,16:55,16,University,B-202,S2460,Present
12-11-2025,Wednesday,16:31,16,Express Dc,B-401,S2224,Present
12-11-2025,Wednesday,16:46,16,City Center,B-102,S2393,Present
12-11-2025,Wednesday,16:38,16,University,B-202,S2471,Present
12-11-2025,Wednesday,16:30,16,University,B-202,S2566,Present
12-11-2025,Wednesday,16:35,16,University,B-202,S2044,Present
13-11-2025,Thursday,08:56,8,University,B-202,S2248,Present
13-11-2025,Thursday,08:44,8,Express Dc,B-401,S2023,Present
13-11-2025,Thursday,09:07,9,City Center,B-101,S2360,Absent
13-11-2025,Thursday,09:02,9,South Suburb,B-303,S2550,Present
13-11-2025,Thursday,08:46,8,City Center,B-101,S2174,Present
13-11-2025,Thursday,09:10,9,Express Dc,B-401,S2390,Present
13-11-2025,Thursday,08:58,8,City Center,B-102,S2478,Present
13-11-2025,Thursday,09:13,9,University,B-202,S2118,Present
13-11-2025,Thursday,08:58,8,City Center,B-101,S2183,Present
13-11-2025,Thursday,08:38,8,City Center,B-102,S2506,Present
13-11-2025,Thursday,08:57,8,University,B-202,S2480,Present
13-11-2025,Thursday,08:57,8,University,B-202,S2134,Present
13-11-2025,Thursday,08:38,8,City Center,B-101,S2360,Present
13-11-2025,Thursday,08:30,8,University,B-202,S2581,Present
13-11-2025,Thursday,16:53,16,University,B-202,S2109,Present
13-11-2025,Thursday,17:01,17,University,B-202,S2256,Present
13-11-2025,Thursday,17:14,17,City Center,B-101,S2053,Present
13-11-2025,Thursday,17:06,17,City Center,B-101,S2249,Present
13-11-2025,Thursday,17:00,17,City Center,B-102,S2130,Present
13-11-2025,Thursday,16:44,16,University,B-202,S2475,Present
13-11-2025,Thursday,16:43,16,University,B-202,S2044,Present
13-11-2025,Thursday,16:41,16,South Suburb,B-303,S2291,Present
13-11-2025,Thursday,16:33,16,University,B-202,S2042,Present
13-11-2025,Thursday,16:49,16,City Center,B-101,S2086,Present
13-11-2025,Thursday,16:52,16,Express Dc,B-401,S2291,Present
13-11-2025,Thursday,16:43,16,City Center,B-101,S2303,Present
14-11-2025,Friday,08:48,8,City Center,B-102,S2446,Present
14-11-2025,Friday,08:55,8,City Center,B-101,S2455,Present
14-11-2025,Friday,08:46,8,South Suburb,B-303,S2145,Present
14-11-2025,Friday,08:47,8,South Suburb,B-303,S2372,Present
14-11-2025,Friday,08:39,8,City Center,B-102,S2583,Present
14-11-2025,Friday,08:34,8,University,B-202,S2495,Present
14-11-2025,Friday,08:53,8,South Suburb,B-303,S2581,Present
14-11-2025,Friday,08:39,8,City Center,B-101,S2229,Present
14-11-2025,Friday,08:38,8,South Suburb,B-303,S2178,Present
14-11-2025,Friday,09:13,9,South Suburb,B-303,S2427,Present
14-11-2025,Friday,08:44,8,University,B-202,S2188,Present
14-11-2025,Friday,09:06,9,City Center,B-101,S2414,Present
14-11-2025,Friday,09:15,9,South Suburb,B-303,S2274,Absent
14-11-2025,Friday,13:13,13,University,B-202,S2111,Present
14-11-2025,Friday,16:53,16,City Center,B-101,S2307,Present
14-11-2025,Friday,16:45,16,South Suburb,B-303,S2585,Present
14-11-2025,Friday,17:04,17,University,B-202,S2467,Present
14-11-2025,Friday,16:41,16,City Center,B-101,S2342,Present
14-11-2025,Friday,16:38,16,City Center,B-102,S2511,Present
14-11-2025,Friday,16:41,16,South Suburb,B-303,S2247,Present
14-11-2025,Friday,17:14,17,University,B-202,S2026,Present
14-11-2025,Friday,16:33,16,City Center,B-102,S2255,Present
14-11-2025,Friday,16:39,16,City Center,B-101,S2097,Present
14-11-2025,Friday,16:34,16,City Center,B-102,S2108,Present
14-11-2025,Friday,16:38,16,South Suburb,B-303,S2093,Present
14-11-2025,Friday,16:30,16,City Center,B-102,S2272,Present
17-11-2025,Monday,08:46,8,City Center,B-101,S2133,Present
17-11-2025,Monday,08:59,8,South Suburb,B-303,S2198,Present
17-11-2025,Monday,09:05,9,University,B-202,S2209,Absent
17-11-2025,Monday,08:30,8,University,B-202,S2416,Present
17-11-2025,Monday,08:55,8,Express Dc,B-401,S2496,Present
17-11-2025,Monday,08:45,8,Express Dc,B-401,S2530,Present
17-11-2025,Monday,08:45,8,City Center,B-102,S2452,Present
17-11-2025,Monday,08:52,8,University,B-202,S2229,Present
17-11-2025,Monday,08:52,8,City Center,B-102,S2551,Present
17-11-2025,Monday,08:33,8,City Center,B-102,S2166,Present
17-11-2025,Monday,17:11,17,University,B-202,S2334,Present
17-11-2025,Monday,16:42,16,South Suburb,B-303,S2251,Present
17-11-2025,Monday,16:32,16,Express Dc,B-401,S2029,Present
17-11-2025,Monday,16:55,16,Express Dc,B-401,S2463,Present
17-11-2025,Monday,16:35,16,City Center,B-101,S2087,Absent
17-11-2025,Monday,16:52,16,City Center,B-101,S2102,Present
17-11-2025,Monday,17:14,17,City Center,B-101,S2197,Absent
17-11-2025,Monday,16:58,16,City Center,B-102,S2373,Present
17-11-2025,Monday,17:13,17,Express Dc,B-401,S2170,Present
17-11-2025,Monday,16:33,16,City Center,B-101,S2249,Present
17-11-2025,Monday,16:42,16,University,B-202,S2547,Present
17-11-2025,Monday,17:05,17,University,B-202,S2458,Present
17-11-2025,Monday,17:03,17,University,B-202,S2588,Present
17-11-2025,Monday,16:44,16,University,B-202,S2232,Present
18-11-2025,Tuesday,09:05,9,South Suburb,B-303,S2574,Present
18-11-2025,Tuesday,08:49,8,City Center,B-102,S2315,Present
18-11-2025,Tuesday,08:42,8,University,B-202,S2155,Present
18-11-2025,Tuesday,08:31,8,South Suburb,B-303,S2131,Present
18-11-2025,Tuesday,08:52,8,City Center,B-101,S2204,Present
18-11-2025,Tuesday,09:02,9,City Center,B-102,S2585,Present
18-11-2025,Tuesday,09:12,9,City Center,B-102,S2316,Present
18-11-2025,Tuesday,08:34,8,South Suburb,B-303,S2456,Absent
18-11-2025,Tuesday,08:32,8,City Center,B-102,S2404,Present
18-11-2025,Tuesday,08:36,8,City Center,B-102,S2163,Present
18-11-2025,Tuesday,08:34,8,City Center,B-102,S2129,Present
18-11-2025,Tuesday,13:23,13,Express Dc,B-401,S2069,Present
18-11-2025,Tuesday,16:39,16,City Center,B-101,S2108,Present
18-11-2025,Tuesday,16:48,16,University,B-202,S2212,Present
18-11-2025,Tuesday,16:30,16,City Center,B-101,S2209,Present
18-11-2025,Tuesday,16:32,16,University,B-202,S2292,Present
18-11-2025,Tuesday,16:50,16,University,B-202,S2410,Present
18-11-2025,Tuesday,17:00,17,University,B-202,S2175,Present
18-11-2025,Tuesday,16:47,16,University,B-202,S2498,Absent
18-11-2025,Tuesday,16:50,16,City Center,B-101,S2302,Present
18-11-2025,Tuesday,17:06,17,City Center,B-102,S2535,Present
18-11-2025,Tuesday,17:07,17,University,B-202,S2291,Present
19-11-2025,Wednesday,08:32,8,University,B-202,S2095,Present
19-11-2025,Wednesday,09:00,9,University,B-202,S2144,Present
19-11-2025,Wednesday,08:33,8,University,B-202,S2024,Present
19-11-2025,Wednesday,08:59,8,City Center,B-101,S2044,Present
19-11-2025,Wednesday,08:39,8,South Suburb,B-303,S2364,Present
19-11-2025,Wednesday,08:50,8,City Center,B-102,S2257,Present
19-11-2025,Wednesday,08:38,8,University,B-202,S2215,Present
19-11-2025,Wednesday,08:58,8,South Suburb,B-303,S2249,Present
19-11-2025,Wednesday,08:50,8,South Suburb,B-303,S2521,Absent
19-11-2025,Wednesday,09:15,9,University,B-202,S2171,Present
19-11-2025,Wednesday,09:02,9,University,B-202,S2319,Present
19-11-2025,Wednesday,08:41,8,City Center,B-102,S2000,Present
19-11-2025,Wednesday,13:19,13,Express Dc,B-401,S2563,Present
